[2026-07-31 11:24:30 BJT] ALERT | 新配额放出: 8 个
[2026-08-12 22:04:20 BJT] OK | 配额状态无变化
[2026-08-12 22:06:23 BJT] OK | 配额状态无变化
[2026-08-12 22:08:20 BJT] OK | 配额状态无变化
[2026-08-12 22:10:39 BJT] OK | 配额状态无变化
[2026-08-12 22:12:23 BJT] OK | 配额状态无变化
[2026-08-12 22:14:24 BJT] OK | 配额状态无变化
[2026-08-12 22:16:21 BJT] OK | 配额状态无变化
[2026-08-12 22:18:25 BJT] OK | 配额状态无变化
[2026-08-12 22:20:44 BJT] OK | 配额状态无变化
[2026-08-12 22:22:25 BJT] OK | 配额状态无变化
[2026-08-12 22:24:25 BJT] OK | 配额状态无变化
[2026-08-12 22:26:24 BJT] OK | 配额状态无变化
[2026-08-12 22:28:21 BJT] OK | 配额状态无变化
[2026-08-12 22:30:45 BJT] OK | 配额状态无变化
[2026-08-12 22:32:26 BJT] OK | 配额状态无变化
[2026-08-12 22:34:22 BJT] OK | 配额状态无变化
[2026-08-12 22:36:21 BJT] OK | 配额状态无变化
[2026-08-12 22:38:25 BJT] OK | 配额状态无变化
[2026-08-12 22:40:33 BJT] OK | 配额状态无变化
[2026-08-12 22:42:28 BJT] OK | 配额状态无变化
[2026-08-12 22:44:27 BJT] OK | 配额状态无变化
[2026-08-12 22:46:29 BJT] OK | 配额状态无变化
[2026-08-12 22:48:29 BJT] OK | 配额状态无变化
[2026-08-12 22:50:34 BJT] OK | 配额状态无变化
[2026-08-12 22:52:23 BJT] OK | 配额状态无变化
[2026-08-12 22:54:21 BJT] OK | 配额状态无变化
[2026-08-12 22:56:23 BJT] OK | 配额状态无变化
[2026-08-12 22:58:25 BJT] OK | 配额状态无变化
[2026-08-12 23:00:45 BJT] OK | 配额状态无变化
[2026-08-12 23:02:26 BJT] OK | 配额状态无变化
[2026-08-12 23:04:26 BJT] OK | 配额状态无变化
[2026-08-12 23:06:21 BJT] ALERT | 新配额放出: 3 个
[2026-08-12 23:08:24 BJT] OK | 配额状态无变化
[2026-08-12 23:10:34 BJT] ALERT | 新配额放出: 1 个
[2026-08-12 23:12:28 BJT] OK | 配额状态无变化
[2026-08-12 23:14:24 BJT] OK | 配额状态无变化
[2026-08-12 23:16:23 BJT] OK | 配额状态无变化
[2026-08-12 23:18:26 BJT] OK | 配额状态无变化
[2026-08-12 23:20:37 BJT] OK | 配额状态无变化
[2026-08-12 23:22:22 BJT] OK | 配额状态无变化
[2026-08-12 23:24:27 BJT] OK | 配额状态无变化
[2026-08-12 23:26:25 BJT] OK | 配额状态无变化
[2026-08-12 23:28:19 BJT] OK | 配额状态无变化
[2026-08-12 23:30:41 BJT] OK | 配额状态无变化
[2026-08-12 23:32:24 BJT] OK | 配额状态无变化
[2026-08-12 23:34:22 BJT] OK | 配额状态无变化
[2026-08-12 23:36:19 BJT] OK | 配额状态无变化
[2026-08-12 23:38:21 BJT] OK | 配额状态无变化
[2026-08-12 23:40:32 BJT] OK | 配额状态无变化
[2026-08-12 23:42:26 BJT] OK | 配额状态无变化
[2026-08-12 23:44:20 BJT] OK | 配额状态无变化
[2026-08-12 23:46:26 BJT] OK | 配额状态无变化
[2026-08-12 23:48:25 BJT] OK | 配额状态无变化
[2026-08-12 23:50:31 BJT] OK | 配额状态无变化
[2026-08-12 23:52:21 BJT] OK | 配额状态无变化
[2026-08-12 23:54:29 BJT] OK | 配额状态无变化
[2026-08-12 23:56:26 BJT] OK | 配额状态无变化
[2026-08-12 23:58:25 BJT] OK | 配额状态无变化
[2026-08-13 08:01:01 BJT] OK | 配额状态无变化
[2026-08-13 08:02:25 BJT] OK | 配额状态无变化
[2026-08-13 08:04:22 BJT] OK | 配额状态无变化
[2026-08-13 08:07:01 BJT] OK | 配额状态无变化
[2026-08-13 08:08:20 BJT] OK | 配额状态无变化
[2026-08-13 08:10:34 BJT] OK | 配额状态无变化
[2026-08-13 08:12:25 BJT] OK | 配额状态无变化
[2026-08-13 08:14:22 BJT] OK | 配额状态无变化
[2026-08-13 08:16:23 BJT] OK | 配额状态无变化
[2026-08-13 08:18:24 BJT] OK | 配额状态无变化
[2026-08-13 08:20:35 BJT] OK | 配额状态无变化
[2026-08-13 08:22:20 BJT] OK | 配额状态无变化
[2026-08-13 08:24:30 BJT] OK | 配额状态无变化
[2026-08-13 08:26:27 BJT] OK | 配额状态无变化
[2026-08-13 08:28:19 BJT] OK | 配额状态无变化
[2026-08-13 08:30:36 BJT] OK | 配额状态无变化
[2026-08-13 08:32:25 BJT] OK | 配额状态无变化
[2026-08-13 08:34:21 BJT] OK | 配额状态无变化
[2026-08-13 08:36:24 BJT] OK | 配额状态无变化
[2026-08-13 08:38:22 BJT] OK | 配额状态无变化
[2026-08-13 08:40:31 BJT] OK | 配额状态无变化
[2026-08-13 08:42:19 BJT] OK | 配额状态无变化
[2026-08-13 08:44:20 BJT] OK | 配额状态无变化
[2026-08-13 08:46:22 BJT] OK | 配额状态无变化
[2026-08-13 08:48:22 BJT] OK | 配额状态无变化
[2026-08-13 08:50:31 BJT] OK | 配额状态无变化
[2026-08-13 08:52:21 BJT] OK | 配额状态无变化
[2026-08-13 08:54:23 BJT] OK | 配额状态无变化
[2026-08-13 08:56:26 BJT] OK | 配额状态无变化
[2026-08-13 08:58:23 BJT] OK | 配额状态无变化
[2026-08-13 09:00:44 BJT] OK | 配额状态无变化
[2026-08-13 09:02:28 BJT] ALERT | 新配额放出: 1 个
[2026-08-13 09:04:29 BJT] OK | 配额状态无变化
[2026-08-13 09:06:22 BJT] OK | 配额状态无变化
[2026-08-13 09:08:27 BJT] OK | 配额状态无变化
[2026-08-13 09:10:28 BJT] OK | 配额状态无变化
[2026-08-13 09:12:23 BJT] OK | 配额状态无变化
[2026-08-13 09:14:20 BJT] OK | 配额状态无变化
[2026-08-13 09:16:25 BJT] OK | 配额状态无变化
[2026-08-13 09:18:24 BJT] OK | 配额状态无变化
[2026-08-13 09:20:29 BJT] OK | 配额状态无变化
[2026-08-13 09:22:28 BJT] OK | 配额状态无变化
[2026-08-13 09:24:23 BJT] OK | 配额状态无变化
[2026-08-13 09:26:23 BJT] OK | 配额状态无变化
[2026-08-13 09:28:21 BJT] OK | 配额状态无变化
[2026-08-13 09:30:45 BJT] OK | 配额状态无变化
[2026-08-13 09:32:21 BJT] OK | 配额状态无变化
[2026-08-13 09:34:20 BJT] OK | 配额状态无变化
[2026-08-13 09:36:21 BJT] OK | 配额状态无变化
[2026-08-13 09:38:24 BJT] OK | 配额状态无变化
[2026-08-13 09:40:29 BJT] OK | 配额状态无变化
[2026-08-13 09:42:21 BJT] OK | 配额状态无变化
[2026-08-13 09:44:23 BJT] OK | 配额状态无变化
[2026-08-13 09:46:23 BJT] OK | 配额状态无变化
[2026-08-13 09:48:21 BJT] OK | 配额状态无变化
[2026-08-13 09:50:31 BJT] OK | 配额状态无变化
[2026-08-13 09:52:22 BJT] OK | 配额状态无变化
[2026-08-13 09:54:19 BJT] OK | 配额状态无变化
[2026-08-13 09:56:25 BJT] OK | 配额状态无变化
[2026-08-13 09:58:22 BJT] OK | 配额状态无变化
[2026-08-13 10:00:46 BJT] OK | 配额状态无变化
[2026-08-13 10:02:19 BJT] OK | 配额状态无变化
[2026-08-13 10:04:22 BJT] OK | 配额状态无变化
[2026-08-13 10:06:24 BJT] OK | 配额状态无变化
[2026-08-13 10:08:23 BJT] OK | 配额状态无变化
[2026-08-13 10:10:48 BJT] OK | 配额状态无变化
[2026-08-13 10:12:30 BJT] OK | 配额状态无变化
[2026-08-13 10:14:25 BJT] OK | 配额状态无变化
[2026-08-13 10:16:25 BJT] OK | 配额状态无变化
[2026-08-13 10:18:22 BJT] OK | 配额状态无变化
[2026-08-13 10:20:28 BJT] OK | 配额状态无变化
[2026-08-13 10:22:21 BJT] OK | 配额状态无变化
[2026-08-13 10:24:23 BJT] OK | 配额状态无变化
[2026-08-13 10:26:21 BJT] OK | 配额状态无变化
[2026-08-13 10:28:19 BJT] OK | 配额状态无变化
[2026-08-13 10:30:37 BJT] OK | 配额状态无变化
[2026-08-13 10:32:20 BJT] OK | 配额状态无变化
[2026-08-13 10:34:23 BJT] OK | 配额状态无变化
[2026-08-13 10:36:20 BJT] OK | 配额状态无变化
[2026-08-13 10:38:20 BJT] OK | 配额状态无变化
[2026-08-13 10:40:35 BJT] OK | 配额状态无变化
[2026-08-13 10:42:27 BJT] OK | 配额状态无变化
[2026-08-13 10:44:26 BJT] OK | 配额状态无变化
[2026-08-13 10:46:19 BJT] OK | 配额状态无变化
[2026-08-13 10:48:24 BJT] ALERT | 新配额放出: 45 个
[2026-08-13 10:50:31 BJT] OK | 配额状态无变化
[2026-08-13 10:52:22 BJT] ALERT | 新配额放出: 2 个
[2026-08-13 10:54:23 BJT] OK | 配额状态无变化
[2026-08-13 10:56:24 BJT] OK | 配额状态无变化
[2026-08-13 10:58:19 BJT] OK | 配额状态无变化
[2026-08-13 11:00:50 BJT] OK | 配额状态无变化
[2026-08-13 11:02:23 BJT] OK | 配额状态无变化
[2026-08-13 11:04:30 BJT] OK | 配额状态无变化
[2026-08-13 11:06:26 BJT] OK | 配额状态无变化
[2026-08-13 11:08:24 BJT] OK | 配额状态无变化
[2026-08-13 11:10:30 BJT] OK | 配额状态无变化
[2026-08-13 11:12:23 BJT] OK | 配额状态无变化
[2026-08-13 11:14:22 BJT] OK | 配额状态无变化
[2026-08-13 11:16:27 BJT] OK | 配额状态无变化
[2026-08-13 11:18:19 BJT] OK | 配额状态无变化
[2026-08-13 11:20:28 BJT] OK | 配额状态无变化
[2026-08-13 11:22:21 BJT] OK | 配额状态无变化
[2026-08-13 11:24:24 BJT] OK | 配额状态无变化
[2026-08-13 11:26:23 BJT] OK | 配额状态无变化
[2026-08-13 11:28:20 BJT] OK | 配额状态无变化
[2026-08-13 11:30:41 BJT] OK | 配额状态无变化
[2026-08-13 11:32:19 BJT] OK | 配额状态无变化
[2026-08-13 11:34:23 BJT] OK | 配额状态无变化
[2026-08-13 11:36:24 BJT] OK | 配额状态无变化
[2026-08-13 11:38:21 BJT] OK | 配额状态无变化
[2026-08-13 11:40:29 BJT] OK | 配额状态无变化
[2026-08-13 11:42:32 BJT] OK | 配额状态无变化
[2026-08-13 11:44:23 BJT] OK | 配额状态无变化
[2026-08-13 11:46:21 BJT] OK | 配额状态无变化
[2026-08-13 11:48:22 BJT] OK | 配额状态无变化
[2026-08-13 11:50:32 BJT] ALERT | 新配额放出: 65 个
[2026-08-13 11:52:24 BJT] OK | 配额状态无变化
[2026-08-13 11:54:18 BJT] OK | 配额状态无变化
[2026-08-13 11:56:32 BJT] ALERT | 新配额放出: 56 个
[2026-08-13 11:58:21 BJT] OK | 配额状态无变化
[2026-08-13 12:00:49 BJT] OK | 配额状态无变化
[2026-08-13 12:02:24 BJT] ALERT | 新配额放出: 10 个
[2026-08-13 12:04:23 BJT] OK | 配额状态无变化
[2026-08-13 12:06:21 BJT] OK | 配额状态无变化
[2026-08-13 12:08:21 BJT] OK | 配额状态无变化
[2026-08-13 12:10:33 BJT] OK | 配额状态无变化
[2026-08-13 12:12:28 BJT] OK | 配额状态无变化
[2026-08-13 12:14:22 BJT] OK | 配额状态无变化
[2026-08-13 12:16:20 BJT] OK | 配额状态无变化
[2026-08-13 12:18:20 BJT] OK | 配额状态无变化
[2026-08-13 12:20:30 BJT] OK | 配额状态无变化
[2026-08-13 12:22:29 BJT] OK | 配额状态无变化
[2026-08-13 12:24:21 BJT] OK | 配额状态无变化
[2026-08-13 12:26:26 BJT] OK | 配额状态无变化
[2026-08-13 12:28:27 BJT] OK | 配额状态无变化
[2026-08-13 12:30:42 BJT] OK | 配额状态无变化
[2026-08-13 12:32:30 BJT] OK | 配额状态无变化
[2026-08-13 12:34:22 BJT] OK | 配额状态无变化
[2026-08-13 12:36:19 BJT] OK | 配额状态无变化
[2026-08-13 12:38:22 BJT] OK | 配额状态无变化
[2026-08-13 12:40:35 BJT] OK | 配额状态无变化
[2026-08-13 12:42:28 BJT] OK | 配额状态无变化
[2026-08-13 12:44:22 BJT] OK | 配额状态无变化
[2026-08-13 12:46:22 BJT] OK | 配额状态无变化
[2026-08-13 12:48:31 BJT] OK | 配额状态无变化
[2026-08-13 12:50:35 BJT] ALERT | 新配额放出: 1 个
[2026-08-13 12:52:27 BJT] OK | 配额状态无变化
[2026-08-13 12:54:24 BJT] OK | 配额状态无变化
[2026-08-13 12:56:26 BJT] OK | 配额状态无变化
[2026-08-13 12:58:22 BJT] OK | 配额状态无变化
[2026-08-13 13:00:46 BJT] OK | 配额状态无变化
[2026-08-13 13:02:24 BJT] OK | 配额状态无变化
[2026-08-13 13:04:27 BJT] OK | 配额状态无变化
[2026-08-13 13:06:29 BJT] OK | 配额状态无变化
[2026-08-13 13:08:34 BJT] OK | 配额状态无变化
[2026-08-13 13:10:37 BJT] OK | 配额状态无变化
[2026-08-13 13:12:22 BJT] OK | 配额状态无变化
[2026-08-13 13:14:24 BJT] OK | 配额状态无变化
[2026-08-13 13:16:24 BJT] OK | 配额状态无变化
[2026-08-13 13:18:25 BJT] OK | 配额状态无变化
[2026-08-13 13:20:32 BJT] OK | 配额状态无变化
[2026-08-13 13:22:26 BJT] OK | 配额状态无变化
[2026-08-13 13:24:22 BJT] OK | 配额状态无变化
[2026-08-13 13:26:26 BJT] OK | 配额状态无变化
[2026-08-13 13:28:22 BJT] OK | 配额状态无变化
[2026-08-13 13:30:45 BJT] OK | 配额状态无变化
[2026-08-13 13:32:19 BJT] ALERT | 新配额放出: 5 个
[2026-08-13 13:34:22 BJT] OK | 配额状态无变化
[2026-08-13 13:36:21 BJT] ALERT | 新配额放出: 1 个
[2026-08-13 13:38:24 BJT] OK | 配额状态无变化
[2026-08-13 13:40:32 BJT] OK | 配额状态无变化
[2026-08-13 13:42:24 BJT] OK | 配额状态无变化
[2026-08-13 13:44:23 BJT] OK | 配额状态无变化
[2026-08-13 13:46:22 BJT] OK | 配额状态无变化
[2026-08-13 13:48:26 BJT] OK | 配额状态无变化
[2026-08-13 13:50:32 BJT] OK | 配额状态无变化
[2026-08-13 13:52:23 BJT] OK | 配额状态无变化
[2026-08-13 13:54:30 BJT] OK | 配额状态无变化
[2026-08-13 13:56:21 BJT] OK | 配额状态无变化
[2026-08-13 13:58:25 BJT] OK | 配额状态无变化
[2026-08-13 14:00:49 BJT] OK | 配额状态无变化
[2026-08-13 14:02:26 BJT] OK | 配额状态无变化
[2026-08-13 14:04:24 BJT] OK | 配额状态无变化
[2026-08-13 14:06:22 BJT] OK | 配额状态无变化
[2026-08-13 14:08:23 BJT] OK | 配额状态无变化
[2026-08-13 14:10:34 BJT] OK | 配额状态无变化
[2026-08-13 14:12:26 BJT] OK | 配额状态无变化
[2026-08-13 14:14:28 BJT] OK | 配额状态无变化
[2026-08-13 14:16:24 BJT] OK | 配额状态无变化
[2026-08-13 14:18:25 BJT] OK | 配额状态无变化
[2026-08-13 14:20:30 BJT] OK | 配额状态无变化
[2026-08-13 14:22:21 BJT] OK | 配额状态无变化
[2026-08-13 14:24:31 BJT] OK | 配额状态无变化
[2026-08-13 14:26:23 BJT] OK | 配额状态无变化
[2026-08-13 14:28:25 BJT] OK | 配额状态无变化
[2026-08-13 14:30:43 BJT] OK | 配额状态无变化
[2026-08-13 14:32:21 BJT] ALERT | 新配额放出: 6 个
[2026-08-13 14:34:24 BJT] OK | 配额状态无变化
[2026-08-13 14:36:23 BJT] OK | 配额状态无变化
[2026-08-13 14:38:29 BJT] OK | 配额状态无变化
[2026-08-13 14:40:39 BJT] OK | 配额状态无变化
[2026-08-13 14:42:30 BJT] OK | 配额状态无变化
[2026-08-13 14:44:33 BJT] ALERT | 新配额放出: 2 个
[2026-08-13 14:46:20 BJT] OK | 配额状态无变化
[2026-08-13 14:48:21 BJT] OK | 配额状态无变化
[2026-08-13 14:50:33 BJT] OK | 配额状态无变化
[2026-08-13 14:52:32 BJT] OK | 配额状态无变化
[2026-08-13 14:54:21 BJT] OK | 配额状态无变化
[2026-08-13 14:56:36 BJT] OK | 配额状态无变化
[2026-08-13 14:58:25 BJT] OK | 配额状态无变化
[2026-08-13 15:00:48 BJT] OK | 配额状态无变化
[2026-08-13 15:02:29 BJT] OK | 配额状态无变化
[2026-08-13 15:04:22 BJT] OK | 配额状态无变化
[2026-08-13 15:06:22 BJT] OK | 配额状态无变化
[2026-08-13 15:08:25 BJT] OK | 配额状态无变化
[2026-08-13 15:10:32 BJT] OK | 配额状态无变化
[2026-08-13 15:12:22 BJT] OK | 配额状态无变化
[2026-08-13 15:14:21 BJT] OK | 配额状态无变化
[2026-08-13 15:16:23 BJT] OK | 配额状态无变化
[2026-08-13 15:18:21 BJT] OK | 配额状态无变化
[2026-08-13 15:20:32 BJT] OK | 配额状态无变化
[2026-08-13 15:22:25 BJT] OK | 配额状态无变化
[2026-08-13 15:24:30 BJT] OK | 配额状态无变化
[2026-08-13 15:26:21 BJT] OK | 配额状态无变化
[2026-08-13 15:28:28 BJT] OK | 配额状态无变化
[2026-08-13 15:30:41 BJT] OK | 配额状态无变化
[2026-08-13 15:32:25 BJT] OK | 配额状态无变化
[2026-08-13 15:36:23 BJT] ALERT | 新配额放出: 17 个
[2026-08-13 15:38:27 BJT] OK | 配额状态无变化
[2026-08-13 15:40:31 BJT] ALERT | 新配额放出: 11 个
[2026-08-13 15:42:23 BJT] OK | 配额状态无变化
[2026-08-13 15:44:26 BJT] OK | 配额状态无变化
[2026-08-13 15:46:22 BJT] OK | 配额状态无变化
[2026-08-13 15:48:23 BJT] OK | 配额状态无变化
[2026-08-13 15:50:42 BJT] ALERT | 新配额放出: 2 个
[2026-08-13 15:52:30 BJT] OK | 配额状态无变化
[2026-08-13 15:54:31 BJT] OK | 配额状态无变化
[2026-08-13 15:56:29 BJT] OK | 配额状态无变化
[2026-08-13 15:58:22 BJT] OK | 配额状态无变化
[2026-08-13 16:00:50 BJT] OK | 配额状态无变化
[2026-08-13 16:02:24 BJT] OK | 配额状态无变化
[2026-08-13 16:04:34 BJT] OK | 配额状态无变化
[2026-08-13 16:06:24 BJT] OK | 配额状态无变化
[2026-08-13 16:08:24 BJT] OK | 配额状态无变化
[2026-08-13 16:10:37 BJT] OK | 配额状态无变化
[2026-08-13 16:12:22 BJT] OK | 配额状态无变化
[2026-08-13 16:14:26 BJT] OK | 配额状态无变化
[2026-08-13 16:16:26 BJT] OK | 配额状态无变化
[2026-08-13 16:18:21 BJT] OK | 配额状态无变化
[2026-08-13 16:20:37 BJT] ALERT | 新配额放出: 1 个
[2026-08-13 16:22:22 BJT] OK | 配额状态无变化
[2026-08-13 16:24:25 BJT] OK | 配额状态无变化
[2026-08-13 16:26:24 BJT] ALERT | 新配额放出: 1 个
[2026-08-13 16:28:24 BJT] OK | 配额状态无变化
[2026-08-13 16:30:46 BJT] OK | 配额状态无变化
[2026-08-13 16:32:21 BJT] OK | 配额状态无变化
[2026-08-13 16:34:29 BJT] OK | 配额状态无变化
[2026-08-13 16:36:22 BJT] OK | 配额状态无变化
[2026-08-13 16:38:23 BJT] OK | 配额状态无变化
[2026-08-13 16:40:32 BJT] OK | 配额状态无变化
[2026-08-13 16:42:23 BJT] OK | 配额状态无变化
[2026-08-13 16:44:22 BJT] OK | 配额状态无变化
[2026-08-13 16:46:36 BJT] OK | 配额状态无变化
[2026-08-13 16:48:24 BJT] OK | 配额状态无变化
[2026-08-13 16:50:37 BJT] ALERT | 新配额放出: 32 个
[2026-08-13 16:52:22 BJT] OK | 配额状态无变化
[2026-08-13 16:54:24 BJT] OK | 配额状态无变化
[2026-08-13 16:56:29 BJT] OK | 配额状态无变化
[2026-08-13 16:58:25 BJT] ALERT | 新配额放出: 1 个
[2026-08-13 17:00:48 BJT] OK | 配额状态无变化
[2026-08-13 17:02:22 BJT] OK | 配额状态无变化
[2026-08-13 17:04:25 BJT] ALERT | 新配额放出: 11 个
[2026-08-13 17:06:25 BJT] OK | 配额状态无变化
[2026-08-13 17:08:22 BJT] ALERT | 新配额放出: 5 个
[2026-08-13 17:10:36 BJT] ALERT | 新配额放出: 8 个
[2026-08-13 17:12:24 BJT] ALERT | 新配额放出: 2 个
[2026-08-13 17:14:22 BJT] OK | 配额状态无变化
[2026-08-13 17:16:21 BJT] OK | 配额状态无变化
[2026-08-13 17:18:29 BJT] OK | 配额状态无变化
[2026-08-13 17:20:32 BJT] OK | 配额状态无变化
[2026-08-13 17:22:21 BJT] OK | 配额状态无变化
[2026-08-13 17:24:25 BJT] OK | 配额状态无变化
[2026-08-13 17:26:22 BJT] OK | 配额状态无变化
[2026-08-13 17:28:24 BJT] OK | 配额状态无变化
[2026-08-13 17:30:41 BJT] OK | 配额状态无变化
[2026-08-13 17:32:33 BJT] OK | 配额状态无变化
[2026-08-13 17:34:29 BJT] ALERT | 新配额放出: 1 个
[2026-08-13 17:36:28 BJT] OK | 配额状态无变化
[2026-08-13 17:40:34 BJT] ALERT | 新配额放出: 1 个
[2026-08-13 17:42:23 BJT] OK | 配额状态无变化
[2026-08-13 17:44:27 BJT] OK | 配额状态无变化
[2026-08-13 17:46:25 BJT] OK | 配额状态无变化
[2026-08-13 17:48:24 BJT] OK | 配额状态无变化
[2026-08-13 17:50:38 BJT] OK | 配额状态无变化
[2026-08-13 17:52:31 BJT] OK | 配额状态无变化
[2026-08-13 17:54:25 BJT] OK | 配额状态无变化
[2026-08-13 17:56:21 BJT] OK | 配额状态无变化
[2026-08-13 17:58:26 BJT] OK | 配额状态无变化
[2026-08-13 18:00:48 BJT] OK | 配额状态无变化
[2026-08-13 18:02:31 BJT] OK | 配额状态无变化
[2026-08-13 18:04:24 BJT] OK | 配额状态无变化
[2026-08-13 18:06:23 BJT] OK | 配额状态无变化
[2026-08-13 18:08:21 BJT] ALERT | 新配额放出: 1 个
[2026-08-13 18:10:31 BJT] OK | 配额状态无变化
[2026-08-13 18:12:23 BJT] OK | 配额状态无变化
[2026-08-13 18:14:24 BJT] OK | 配额状态无变化
[2026-08-13 18:16:22 BJT] OK | 配额状态无变化
[2026-08-13 18:18:24 BJT] OK | 配额状态无变化
[2026-08-13 18:20:35 BJT] OK | 配额状态无变化
[2026-08-13 18:22:22 BJT] OK | 配额状态无变化
[2026-08-13 18:24:21 BJT] OK | 配额状态无变化
[2026-08-13 18:26:22 BJT] OK | 配额状态无变化
[2026-08-13 18:28:24 BJT] OK | 配额状态无变化
[2026-08-13 18:30:40 BJT] OK | 配额状态无变化
[2026-08-13 18:32:27 BJT] OK | 配额状态无变化
[2026-08-13 18:34:21 BJT] OK | 配额状态无变化
[2026-08-13 18:36:32 BJT] OK | 配额状态无变化
[2026-08-13 18:38:24 BJT] OK | 配额状态无变化
[2026-08-13 18:40:32 BJT] OK | 配额状态无变化
[2026-08-13 18:42:24 BJT] OK | 配额状态无变化
[2026-08-13 18:44:29 BJT] OK | 配额状态无变化
[2026-08-13 18:46:22 BJT] OK | 配额状态无变化
[2026-08-13 18:48:27 BJT] OK | 配额状态无变化
[2026-08-13 18:50:29 BJT] ALERT | 新配额放出: 2 个
[2026-08-13 18:52:23 BJT] OK | 配额状态无变化
[2026-08-13 18:54:32 BJT] OK | 配额状态无变化
[2026-08-13 18:56:26 BJT] OK | 配额状态无变化
[2026-08-13 18:58:21 BJT] OK | 配额状态无变化
[2026-08-13 19:00:50 BJT] OK | 配额状态无变化
[2026-08-13 19:02:22 BJT] OK | 配额状态无变化
[2026-08-13 19:04:27 BJT] OK | 配额状态无变化
[2026-08-13 19:06:23 BJT] OK | 配额状态无变化
[2026-08-13 19:08:21 BJT] OK | 配额状态无变化
[2026-08-13 19:10:35 BJT] OK | 配额状态无变化
[2026-08-13 19:12:20 BJT] OK | 配额状态无变化
[2026-08-13 19:14:27 BJT] OK | 配额状态无变化
[2026-08-13 19:16:24 BJT] OK | 配额状态无变化
[2026-08-13 19:18:24 BJT] OK | 配额状态无变化
[2026-08-13 19:20:30 BJT] OK | 配额状态无变化
[2026-08-13 19:22:29 BJT] OK | 配额状态无变化
[2026-08-13 19:24:22 BJT] OK | 配额状态无变化
[2026-08-13 19:26:21 BJT] OK | 配额状态无变化
[2026-08-13 19:28:24 BJT] OK | 配额状态无变化
[2026-08-13 19:30:47 BJT] OK | 配额状态无变化
[2026-08-13 19:32:26 BJT] OK | 配额状态无变化
[2026-08-13 19:34:25 BJT] OK | 配额状态无变化
[2026-08-13 19:36:25 BJT] OK | 配额状态无变化
[2026-08-13 19:38:22 BJT] OK | 配额状态无变化
[2026-08-13 19:40:40 BJT] OK | 配额状态无变化
[2026-08-13 19:42:21 BJT] OK | 配额状态无变化
[2026-08-13 19:44:21 BJT] OK | 配额状态无变化
[2026-08-13 19:46:20 BJT] OK | 配额状态无变化
[2026-08-13 19:48:29 BJT] OK | 配额状态无变化
[2026-08-13 19:50:30 BJT] OK | 配额状态无变化
[2026-08-13 19:52:23 BJT] OK | 配额状态无变化
[2026-08-13 19:54:20 BJT] OK | 配额状态无变化
[2026-08-13 19:56:21 BJT] OK | 配额状态无变化
[2026-08-13 19:58:25 BJT] OK | 配额状态无变化
[2026-08-13 20:00:50 BJT] OK | 配额状态无变化
[2026-08-13 20:02:22 BJT] OK | 配额状态无变化
[2026-08-13 20:04:26 BJT] OK | 配额状态无变化
[2026-08-13 20:06:24 BJT] OK | 配额状态无变化
[2026-08-13 20:08:21 BJT] OK | 配额状态无变化
[2026-08-13 20:10:34 BJT] OK | 配额状态无变化
[2026-08-13 20:12:31 BJT] OK | 配额状态无变化
[2026-08-13 20:14:21 BJT] OK | 配额状态无变化
[2026-08-13 20:16:23 BJT] OK | 配额状态无变化
[2026-08-13 20:18:22 BJT] OK | 配额状态无变化
[2026-08-13 20:20:39 BJT] OK | 配额状态无变化
[2026-08-13 20:22:25 BJT] OK | 配额状态无变化
[2026-08-13 20:24:29 BJT] OK | 配额状态无变化
[2026-08-13 20:26:20 BJT] OK | 配额状态无变化
[2026-08-13 20:28:25 BJT] OK | 配额状态无变化
[2026-08-13 20:30:40 BJT] OK | 配额状态无变化
[2026-08-13 20:32:31 BJT] ALERT | 新配额放出: 9 个
[2026-08-13 20:34:22 BJT] OK | 配额状态无变化
[2026-08-13 20:36:22 BJT] OK | 配额状态无变化
[2026-08-13 20:38:30 BJT] OK | 配额状态无变化
[2026-08-13 20:40:39 BJT] ALERT | 新配额放出: 9 个
[2026-08-13 20:42:25 BJT] OK | 配额状态无变化
[2026-08-13 20:44:21 BJT] ALERT | 新配额放出: 8 个
[2026-08-13 20:46:33 BJT] OK | 配额状态无变化
[2026-08-13 20:48:27 BJT] OK | 配额状态无变化
[2026-08-13 20:50:39 BJT] ALERT | 新配额放出: 1 个
[2026-08-13 20:52:24 BJT] OK | 配额状态无变化
[2026-08-13 20:54:20 BJT] OK | 配额状态无变化
[2026-08-13 20:56:30 BJT] OK | 配额状态无变化
[2026-08-13 20:58:23 BJT] OK | 配额状态无变化
[2026-08-13 21:00:50 BJT] OK | 配额状态无变化
[2026-08-13 21:02:25 BJT] OK | 配额状态无变化
[2026-08-13 21:04:29 BJT] OK | 配额状态无变化
[2026-08-13 21:06:24 BJT] OK | 配额状态无变化
[2026-08-13 21:08:21 BJT] OK | 配额状态无变化
[2026-08-13 21:10:33 BJT] OK | 配额状态无变化
[2026-08-13 21:12:24 BJT] OK | 配额状态无变化
[2026-08-13 21:14:25 BJT] OK | 配额状态无变化
[2026-08-13 21:16:23 BJT] OK | 配额状态无变化
[2026-08-13 21:18:31 BJT] OK | 配额状态无变化
[2026-08-13 21:20:35 BJT] OK | 配额状态无变化
[2026-08-13 21:22:22 BJT] OK | 配额状态无变化
[2026-08-13 21:24:30 BJT] OK | 配额状态无变化
[2026-08-13 21:26:35 BJT] OK | 配额状态无变化
